Hectare,Shift,Date,Note Squirrel & Park Stories, Squirrel Experience or Squirrel Story, Park Experience or Census Taker Story, Dogs, Other Animals, Accidental Poems, Squirrels Acting Odd, Census Takers Recognized, Other
28I,PM,10072018,"Lots of human activity on the different footpaths.

French tourists successfully cycling with no hands.",,true,,,,,,
28I,AM,10132018,"Biggest dog-walking crew I've seen (14) and all the little ones are wearing raincoats! 

One of the benches is dedicated to Bain Antell, ""City Woman, Jersey Girl.""",,true,true,,,,,
29A,AM,10202018,"A good amount of noise - traffic 
+ horns, dogs scrabbling, kids screaming 
in the park",,,,,true,,,
29A,PM,10192018,"Kids playing hide and seek outside the playground. 

This path is not right. It is a ""volunteer"" path that peters out into the field.",,true,,,,,,
29A,AM,10132018,Kids showed up right as I sallied and they started practicing soccer. Lots of birds foraging. Several oak trees. Squirrel #1 began tail twitching on the side of a tree after fleeing from me. It had an acorn in its mouth.,true,true,,,,,,
29A,AM,10122018,"Dogs playing fetch around the area.

Squirrels found outside of hectare, but close by.",true,true,true,,,,,
29B,PM,10202018,"Squirrels #1-3 were seen on neighboring oak trees. Squirrel #1 was just making its way down a tree while squirrels #2 and #3 were chasing one another up a tree and making short ""kuk"" noises to one another.

Crossing the bike path, saw two 20-something guys maintain a wheelie position for 25 meters. The bike thoroughfare is pretty much a constant stream of bicyclists, joggers, gold carts.

At the very end of the count in this hectare, I spotted a pair of falcons swirling around one another mid-air, seemingly in a mating dance and squealing/chirping.",true,true,,true,,,,
29B,PM,10202018,"Squirrels #1-3 were seen on neighboring oak trees. Squirrel #1 was just making its way down a tree while squirrels #2 and #3 were chasing one another up a tree and making short kuk noises to one another.

Crossing the bike path — saw two 20-something guys maintain a ""wheelie"" position for 25 meters. The bike thoroughfare is pretty much a constant stream of bicyclists, joggers, golf carts. 

At the very end of the count in this hectare, I spotted a pair of falcons swirling around one another in mid-air, seemingly in a mating dance and squealing/chirping.",true,true,,true,,,,Birds
29B,PM,10172018,Two people were feeding Squirrels #8 and #9 on the grass.,true,true,,,,,,
29B,PM,10102018,"Very busy — tons of kids, runners, bikers, dogs. 

This area comprises three very busy walkways, including the road. Zillions of people out.",,true,,,,,,
29B,AM,10072018,"I think this area serves as an unofficial dog park. There were lots of off-leash dogs and, perhaps because of that, less squirrel activity.",true,,true,,,,,
29C,PM,10202018,"Birthday party occurring.
Very busy area. No squirrels.",,true,,,,,,
29C,AM,10072018,A dog chased the black #2 squirrel into the hectare.,true,,true,,,,,
29C,PM,10062018,"Black squirrel seen in next quadrant (29-D).

I love my button.

My feet got wet. :(",true,true,,,,,,
29D,PM,10102018,1. I had someone ask me what I was doing. He was in the middle of a phone call and still asked me and told the person on the other end that I was counting squirrels. He seemed really interested and asked if I had seen the black squirrels.,,true,,,,,,
29D,AM,10142018,"Well I Finally saw a [""my"" crossed out and replaced with ""a""] Black Squirrel 
on my Second Day. 
Talked to a Very opinionated Lady 
with a type of Hunting Dog who 
Told me a story about 3 Baby squirrels 
were thrown off a tree by a male 
squirrel. 
Then I heard Nut Hatchers. 
Then I think I heard Squirrel Squacks. 
Almost I Got run over by a Bicyclist 
on a path.",,,,,true,,,
29D,AM,10202018,"Grey one chasing black one all over the place — black one seems “bold” — gray one having none of it! Doing the tree trunk “garland” twirl — chasing — One has the sense they do this regularly — This lawn area is a great spot — Lot of shrub cover — trees + rocks — squirrel playground, for sure.",true,,,,,,,
29D,PM,10202018,"There is a large 30th birthday picnic by the big rock formation in the southwest section of the hectare. They have several toddlers in tow that are running around and squealing.

On the northern end, all the tennis courts are in use and you just hear the sounds of balls bouncing off rackets.

By this time of the afternoon, and with the sun, the light is reflecting off the water in the reservoir and making it hard to see up in trees.",,true,,,,,,
29D,PM,10192018,Lots of grumpy children,,true,,,,,,
29E,AM,10172018,"As this hectare was majority water, I was able to closely observe the landed area. Alas, department workers started dragging hoses in and out of the gate house, and runners kept stomping through. Department workers started making repairs inside the gate house with loud equipment at the end, so none spotted.",,true,,,,,,
29H,AM,10202018,"11 seagulls
103 runners
67 dogs
17 wannbe runners
0 squirrels
0 amphibian squirrels (by accident, by design)
squirrel nest",true,true,true,true,,,,
29H,PM,10062018,"Squirrels separated from paths by geography and foliage. Despite quietude, strangely few squirrels and those seen were pretty shy.",true,,,,,,,
29H,AM,10132018,I have forgotten how to dress for 50° weather. The leaves are changing. The off-leash dog had some really impressive leaps over fencing – she was slaloming over them back-and-forth! Saw some partly eaten fruit. No swimming squirrels. The narrow path by the Reservoir is like playing Frogger with all the runners. Where do squirrels go when it's cold and rainy?,true,true,true,,,,,
29I,AM,10192018,Very busy area with runners and dogs. There was some landscape work going on — two men were digging a hole.,,true,true,,,,,
29I,PM,10072018,Lots of runners around the area. Kids running around. Choppers making really loud noises.,,true,,,,,,
30A,PM,10062018,"AS seen also while counting squirrels. 
Starlings ~ 15
Robins (flock) ~ 30 
Blue Jay (calling)
Grackle, catbird, sparrows (sp?)
2 Squirrel nests in 30-B
Squirrel #3 in tree w/ lots of robins",,,,true,,,,
30A,PM,10202018,Picnic. Three people throwing a football. Kids and dogs climbing a rock. Found possibly injured baby bird.,,true,,true,,,,Birds
30A,AM,10102018,"There is a man with an easel painting the rocks in the lower left of the hectare.

Another squirrel appeared on the border of 30-A/B about five minutes after I finished my count and then started chasing a third squirrel around a tree trunk.",true,true,,,,,,
30B,AM,10072018,"My two hectares were right next to each other, so I was really surprised how many more squirrels were observed here.",true,true,,,,,,
30B,PM,10192018,"Despite the business in proximity to the street, there are so many clusters of squirrel life. I tried to look in the trees but they went so high I lost sight. There’s a creepy bush where I heard rustling, and I peeked in but didn’t see the source. Was as likely a raccoon or rat as a squirrel.",true,,,,,,,
30C,PM,10082018,"Thought someone was saying, ""Squirrel,"" but it was a tennis score: ""Four all.""

Squirrels don't enjoy tennis.",true,true,,,,,,
30C,AM,10142018,There’s a lot of off-leash large dogs. This may be discouraging for squirrels in this area.,true,,true,,,,,
30D,AM,10172018,"MANY DOGS OFF LEASH 
FRIENDLY LADIES (3) WALKING DOGS -- CAN'T BELIEVE I'M COUNTING SQUIRRELS!",,,true,,,,,
30D,PM,10072018,"Squirrels, it seems, do not care for tennis

Even among the nutty & fruity trees outside the courts, I saw no squirrel activity. I thought perhaps they, like the human spectators, sat still in the trees watching the matches play out, but even at 5 o'clock alarm, when games ended & began , I saw nothing. 

I did see two adult cinnamon/gray squirrels eating in the grass in 31-D as I made my way around",true,,,,,,,
30D,PM,10142018,"I’ve seen two prescription bottles but no squirrels yet. :(

I’m excited when I hear a rustle in the trees/grass but disappointed when all I see are sparrows.

So many sparrows. Can this be the Sparrow Census instead?",,true,,true,,,,Birds
30E,AM,10082018,"A man attempted to enlist his beagle alongside me in the search but the beagle quickly lost interest. Squirrels 2 + 3 were playing with each other, climbing up + down the trees.",true,,true,,,,,
30E,AM,10202018,"Note: It looks like they are trying to get rid of this car. There is a fence around it.

It is after 9 a.m. but there are still dogs off leash.

The sun is burning through the clouds. Nice morning.

Today is the last day of the count! Zero scores. It’s just too busy for runners and dogs.",,true,true,,,,,
30E,PM,10082018,"Too many openings and humans to be very good squirrel habitat, along with the lack of nut-bearing trees.",,true,,,,,,
30F,AM,10192018,"Dead rat.
It's really breezy.
0 (zero)",,true,,,,,,
30F,PM,10072018,"Relatively quiet. People lounging, not loud.",,true,,,,,,
30G,PM,10192018,"It's very windy here.
Zero.",,,,,,,,
30G,AM,10132018,"Combo of rains
Small tract size
No observation.

Did spot a well-placed
birds' nest.",,true,,,,,,Birds
30G,PM,10102018,"0 squirrel.

Tiny area (but with one tree that had good squirrel potential)",,true,,,,,,
30H,AM,10072018,Saw two young children fall down on purpose to get their parents' attention and then the parents spent 10 minutes making a big deal out of it.,,true,,,,,,
30I,PM,10062018,We saw a tree with almost all red leaves.,,true,,,,,,
30I,AM,10132018,"Playground closed.
Surrounded by gate.
No squirrels.

Took about 10 minutes to get out
of park to count section 
on 5th Ave. — none.",,true,,,true,,,
31A,PM,10172018,"Busy location.
Bus was pulled over on W. 96th with ambulance.",,true,,,,,,
31A,PM,10202018,"Kind of hate creeping around the playground with my camera out :(

Wouldn’t expect too many on the “playground island“ – very heavy traffic surrounds

Though the one I spotted was next to the playground.",true,true,,,,,,
31A,AM,10102018,"There were so many birds in this hectare! I saw a bunch of different types, especially one with a red breast (not a robin though) (unless American robins are different from European ones).",,,,true,,,,Birds
31A,PM,10102018,"Big/huge nest high up in tree. Maybe 25 to 30 feet above ground. 

They were climbing above the nest and seemed to be playing.

Really, really loud by playground. Lots of games going on.",true,true,,,,,,
31B,AM,10172018,"MANY DOGS 
TENNIS",,,,,true,,,
31B,PM,10072018,"I saw a one-year-old's birthday party in the park. The baby was completely naked and the parents were taking many photos. They kept saying, ""Hey, Bobo.""",,true,,,,,,
31C,PM,10102018,"Group of three teens smoking on the side of the large rock.

There was a dude sitting in the thick underbrush of trees. I saw movement and thought it was a squirrel, but I then made eye contact with a human — NOT a squirrel. It was very strange.",,true,,,,,,
31C,PM,10142018,"* Car accident on transverse with police sirens, so may have scared squirrels from path

Also, a homeless man sitting against fence making noises!

* Around 10 dogs off leash around center of hectare.",,true,true,,,,,
